source,cell,model,dataset,pair,has_english,N,D,d,c,m,anchor,anchor_rate,n_A_H2,n_B_H2,w_A_H2,recovery_blind_H2,recovery_H2,skill_H2,reps_undefined,reps_skill_undefined
current,deepseek|truthfulqa,deepseek,truthfulqa,english_vs_chinese,True,817,111,0.13586291309669524,0.8378378378378378,0.4189189189189189,chinese,1.0,30.445,16.61,0.6468287893360756,0.29365757867215087,0.4171540558643045,0.15835107313342942,0,0
current,deepseek|truthfulqa,deepseek,truthfulqa,english_vs_japanese,True,817,110,0.1346389228886169,0.8727272727272727,0.43636363636363634,japanese,0.995,29.665,18.51,0.6163629443395429,0.23272588867908575,0.5246049641988741,0.3686726195399402,0,0
current,deepseek|truthfulqa,deepseek,truthfulqa,english_vs_russian,True,817,116,0.1419828641370869,0.8103448275862069,0.4051724137931034,russian,0.745,23.195,23.83,0.49282829624424307,-0.014343407511513777,0.6449490289102531,0.6428655815681856,0,0
current,deepseek|truthfulqa,deepseek,truthfulqa,english_vs_spanish,True,817,93,0.11383108935128519,0.7634408602150538,0.3817204301075269,spanish,0.73,17.245,18.645,0.4801626411235274,-0.039674717752944996,0.6468859201734055,0.6550202680381119,0,0
current,deepseek|truthfulqa,deepseek,truthfulqa,japanese_vs_russian,False,817,105,0.12851897184822522,0.8952380952380953,0.44761904761904764,japanese,0.925,25.555,21.245,0.5471799455299695,0.09435989105993922,0.32910509281342015,0.2407018026201765,0,0
current,deepseek|truthfulqa,deepseek,truthfulqa,japanese_vs_spanish,False,817,113,0.1383108935128519,0.8053097345132744,0.4026548672566372,japanese,0.955,26.275,19.17,0.5780797982466147,0.15615959649322936,0.46134255490522663,0.3429237726058883,0,0
current,deepseek|truthfulqa,deepseek,truthfulqa,russian_vs_spanish,False,817,112,0.13708690330477355,0.7589285714285714,0.3794642857142857,russian,0.53,19.55,23.125,0.45761419729953845,-0.0847716054009231,0.5695573689315439,0.6001558302255844,0,0
current,gemini|commonsenseqa,gemini,commonsenseqa,chinese_vs_japanese,False,2000,490,0.245,0.7755102040816326,0.3877551020408163,chinese,0.545,91.115,99.405,0.4781536043900351,-0.04369279121992966,0.3058262659878489,0.33395427028953784,0,0
current,gemini|commonsenseqa,gemini,commonsenseqa,chinese_vs_russian,False,2000,471,0.2355,0.7558386411889597,0.37791932059447986,russian,0.565,85.315,92.7,0.4791917589655243,-0.04161648206895139,0.18886670329537814,0.22060778697253874,0,0
current,gemini|commonsenseqa,gemini,commonsenseqa,chinese_vs_spanish,False,2000,446,0.223,0.773542600896861,0.3867713004484305,spanish,1.0,99.05,74.445,0.5709455763066028,0.14189115261320567,0.2527679185704443,0.12499945813169845,0,0
current,gemini|commonsenseqa,gemini,commonsenseqa,english_vs_chinese,True,2000,502,0.251,0.6992031872509961,0.34960159362549803,english,0.995,101.495,73.96,0.5785977462456363,0.1571954924912725,0.4927702633820108,0.3957191404330297,0,0
current,gemini|commonsenseqa,gemini,commonsenseqa,english_vs_japanese,True,2000,518,0.259,0.7316602316602316,0.3658301158301158,english,1.0,109.49,79.765,0.5785684244164254,0.15713684883285092,0.6105774747781426,0.5373161730833186,0,0
current,gemini|commonsenseqa,gemini,commonsenseqa,english_vs_russian,True,2000,497,0.2485,0.7062374245472837,0.35311871227364183,english,0.995,101.02,75.47,0.5723748192372998,0.14474963847459968,0.5366501032622624,0.45701803817346415,0,0
current,gemini|commonsenseqa,gemini,commonsenseqa,english_vs_spanish,True,2000,457,0.2285,0.6958424507658644,0.3479212253829322,english,0.64,76.6,82.61,0.48095015053536366,-0.03809969892927267,0.5539909826055966,0.5693801675235551,0,0
current,gemini|commonsenseqa,gemini,commonsenseqa,japanese_vs_russian,False,2000,494,0.247,0.7854251012145749,0.39271255060728744,russian,0.585,93.175,100.78,0.4804421336898521,-0.03911573262029578,0.3320880560798702,0.3565529951125189,0,0
current,gemini|commonsenseqa,gemini,commonsenseqa,japanese_vs_spanish,False,2000,473,0.2365,0.8054968287526427,0.40274841437632136,spanish,1.0,108.91,82.685,0.5683181735308014,0.13663634706160277,0.30215303891709633,0.187998191216583,0,0
current,gemini|commonsenseqa,gemini,commonsenseqa,russian_vs_spanish,False,2000,435,0.2175,0.774712643678161,0.3873563218390805,spanish,0.995,95.655,73.575,0.5652172403517529,0.13043448070350588,0.21259124919695044,0.08954556718569333,0,0
current,gemini|mathqa,gemini,mathqa,chinese_vs_japanese,False,2000,208,0.104,0.7740384615384616,0.3870192307692308,japanese,0.795,40.1,40.505,0.49758521264151584,-0.004829574716968341,0.7796893744004844,0.778477783022933,0,0
current,gemini|mathqa,gemini,mathqa,chinese_vs_russian,False,2000,182,0.091,0.7582417582417582,0.3791208791208791,russian,0.985,38.825,30.305,0.5619246197689681,0.12384923953793629,0.8951429705977683,0.8788523378378685,0,0
current,gemini|mathqa,gemini,mathqa,chinese_vs_spanish,False,2000,185,0.0925,0.7837837837837838,0.3918918918918919,spanish,1.0,44.33,28.195,0.6112230477291201,0.22244609545824004,0.7818945737238135,0.7142643697289205,0,0
current,gemini|mathqa,gemini,mathqa,english_vs_chinese,True,2000,236,0.118,0.8135593220338984,0.4067796610169492,chinese,1.0,65.05,30.7,0.6793378057685676,0.3586756115371352,0.9300153440030442,0.8899922307728443,0,0
current,gemini|mathqa,gemini,mathqa,english_vs_japanese,True,2000,249,0.1245,0.8393574297188755,0.41967871485943775,japanese,1.0,71.855,32.06,0.6913596777836588,0.38271935556731757,0.8008971698945535,0.6740323617222296,0,0
current,gemini|mathqa,gemini,mathqa,english_vs_russian,True,2000,235,0.1175,0.825531914893617,0.4127659574468085,russian,1.0,70.245,26.685,0.7245876136054571,0.44917522721091446,0.8375369596132012,0.7008830216420681,0,0
current,gemini|mathqa,gemini,mathqa,english_vs_spanish,True,2000,224,0.112,0.8080357142857143,0.40401785714285715,spanish,1.0,70.535,20.05,0.7787302290822541,0.5574604581645083,0.8341601964655073,0.6189892722950958,0,0
current,gemini|mathqa,gemini,mathqa,japanese_vs_russian,False,2000,191,0.0955,0.7277486910994765,0.36387434554973824,russian,0.81,34.19,35.085,0.49340957248240275,-0.01318085503519456,0.7480322743428082,0.7492711178293436,0,0
current,gemini|mathqa,gemini,mathqa,japanese_vs_spanish,False,2000,193,0.0965,0.7979274611398963,0.39896373056994816,spanish,0.97,43.01,33.89,0.559800949615168,0.11960189923033603,0.8119803831855844,0.783808676378253,0,0
current,gemini|mathqa,gemini,mathqa,russian_vs_spanish,False,2000,159,0.0795,0.7861635220125787,0.39308176100628933,spanish,0.875,32.735,29.86,0.5227570521923103,0.045514104384620724,0.7591864002590392,0.7433776926376632,0,0
current,gemini|mmlu,gemini,mmlu,chinese_vs_japanese,False,2000,309,0.1545,0.7831715210355987,0.39158576051779936,chinese,0.875,62.18,59.02,0.5134332783749427,0.026866556749885532,0.4376191419621412,0.4170889527587414,0,0
current,gemini|mmlu,gemini,mmlu,chinese_vs_russian,False,2000,282,0.141,0.7695035460992907,0.38475177304964536,chinese,0.675,51.775,56.48,0.47829600719123033,-0.043407985617539335,0.49944368969876335,0.5189815960327725,0,0
current,gemini|mmlu,gemini,mmlu,chinese_vs_spanish,False,2000,291,0.1455,0.7869415807560137,0.39347079037800686,spanish,0.6950000000000001,55.665,59.41,0.48368001181426334,-0.032639976371473194,0.5265757109805161,0.5391643106971296,0,0
current,gemini|mmlu,gemini,mmlu,english_vs_chinese,True,2000,303,0.1515,0.759075907590759,0.3795379537953795,chinese,0.775,56.985,58.5,0.49331999175043556,-0.013360016499128914,0.7800861643384414,0.7814443292800977,0,0
current,gemini|mmlu,gemini,mmlu,english_vs_japanese,True,2000,313,0.1565,0.7412140575079872,0.3706070287539936,english,0.64,55.48,60.395,0.4788100244967272,-0.04237995100654556,0.7174027734186482,0.7279498291573563,0,0
current,gemini|mmlu,gemini,mmlu,english_vs_russian,True,2000,302,0.151,0.7649006622516556,0.3824503311258278,russian,0.735,56.105,59.225,0.4863252521664409,-0.02734949566711826,0.637872576989582,0.646476974366026,0,0
current,gemini|mmlu,gemini,mmlu,english_vs_spanish,True,2000,283,0.1415,0.7526501766784452,0.3763250883392226,spanish,0.925,55.975,50.535,0.5253851057765252,0.050770211553050296,0.7435431667884251,0.727280144453814,0,0
current,gemini|mmlu,gemini,mmlu,japanese_vs_russian,False,2000,301,0.1505,0.8006644518272426,0.4003322259136213,russian,0.825,60.635,59.8,0.5035526390196279,0.007105278039255662,0.4688860778497488,0.46192220617777235,0,0
current,gemini|mmlu,gemini,mmlu,japanese_vs_spanish,False,2000,310,0.155,0.7645161290322581,0.38225806451612904,spanish,0.98,64.665,53.76,0.5462465870149457,0.09249317402989142,0.561228832373927,0.5137068289477977,0,0
current,gemini|mmlu,gemini,mmlu,russian_vs_spanish,False,2000,281,0.1405,0.7758007117437722,0.3879003558718861,spanish,0.825,54.19,54.59,0.49813583617474605,-0.003728327650508047,0.547642870431704,0.5460740268676652,0,0
current,gemini|truthfulqa,gemini,truthfulqa,chinese_vs_japanese,False,817,153,0.18727050183598531,0.6928104575163399,0.3464052287581699,japanese,0.92,28.8,24.81,0.5366334404583343,0.0732668809166685,0.6119501802911669,0.5725730819815027,0,0
current,gemini|truthfulqa,gemini,truthfulqa,chinese_vs_russian,False,817,164,0.200734394124847,0.6097560975609756,0.3048780487804878,chinese,0.505,23.03,27.055,0.4594622706480918,-0.08107545870381645,0.6418375488546793,0.6679825238592021,0,0
current,gemini|truthfulqa,gemini,truthfulqa,chinese_vs_spanish,False,817,156,0.1909424724602203,0.6474358974358975,0.32371794871794873,spanish,0.975,28.8,22.31,0.5635317243400325,0.12706344868006508,0.6741527560235591,0.6216461230553886,0,0
current,gemini|truthfulqa,gemini,truthfulqa,english_vs_chinese,True,817,176,0.21542227662178703,0.6136363636363636,0.3068181818181818,english,0.68,25.745,28.86,0.47129009245334347,-0.05741981509331311,0.717522975663015,0.7312477193573279,0,0
current,gemini|truthfulqa,gemini,truthfulqa,english_vs_japanese,True,817,175,0.2141982864137087,0.6857142857142857,0.34285714285714286,japanese,0.795,30.06,30.085,0.49971058496749643,-0.0005788300650071609,0.5670363398186378,0.5610487713957383,0,0
current,gemini|truthfulqa,gemini,truthfulqa,english_vs_russian,True,817,169,0.20685434516523868,0.6272189349112426,0.3136094674556213,english,0.715,25.195,28.235,0.4711658639535035,-0.057668272092992974,0.7218413319846843,0.7348977128319788,0,0
current,gemini|truthfulqa,gemini,truthfulqa,english_vs_spanish,True,817,151,0.18482252141982863,0.6423841059602649,0.3211920529801324,spanish,0.855,25.675,23.64,0.5199053281668938,0.03981065633378766,0.6535493760262631,0.6324312740463899,0,0
current,gemini|truthfulqa,gemini,truthfulqa,japanese_vs_russian,False,817,154,0.18849449204406366,0.6493506493506493,0.3246753246753247,japanese,0.94,27.19,22.505,0.547491053925807,0.09498210785161401,0.6390540781366446,0.5928306463451565,0,0
current,gemini|truthfulqa,gemini,truthfulqa,japanese_vs_spanish,False,817,156,0.1909424724602203,0.7243589743589743,0.36217948717948717,spanish,0.54,26.585,30.585,0.46440794241520267,-0.07118411516959462,0.5822436215188307,0.6093502359115149,0,0
current,gemini|truthfulqa,gemini,truthfulqa,russian_vs_spanish,False,817,159,0.19461444308445533,0.710691823899371,0.3553459119496855,spanish,0.945,31.155,25.76,0.5474511334440532,0.09490226688810621,0.5052307704571823,0.444606820842006,0,0
current,gpt4omini|commonsenseqa,gpt4omini,commonsenseqa,chinese_vs_japanese,False,2000,479,0.2395,0.7828810020876826,0.3914405010438413,japanese,0.92,98.17,89.77,0.5222784899664693,0.04455697993293864,0.1673498137401596,0.12344929522657648,0,0
current,gpt4omini|commonsenseqa,gpt4omini,commonsenseqa,chinese_vs_russian,False,2000,510,0.255,0.7901960784313725,0.39509803921568626,russian,1.0,114.445,86.515,0.5695291045538882,0.1390582091077765,0.1405016450906439,-0.0013886940404307768,0,0
current,gpt4omini|commonsenseqa,gpt4omini,commonsenseqa,chinese_vs_spanish,False,2000,492,0.246,0.8109756097560976,0.4054878048780488,spanish,1.0,124.205,75.905,0.6207994772433196,0.24159895448663934,0.09696576149087263,-0.1967791182825398,0,0
current,gpt4omini|commonsenseqa,gpt4omini,commonsenseqa,english_vs_chinese,True,2000,463,0.2315,0.8596112311015118,0.4298056155507559,english,1.0,155.74,42.675,0.7848730005071323,0.5697460010142646,0.38533934701207523,-0.4393248953249072,0,0
current,gpt4omini|commonsenseqa,gpt4omini,commonsenseqa,english_vs_japanese,True,2000,471,0.2355,0.8556263269639066,0.4278131634819533,english,1.0,150.585,51.11,0.7466132158880769,0.49322643177615383,0.3532487876625929,-0.28300452732017545,0,0
current,gpt4omini|commonsenseqa,gpt4omini,commonsenseqa,english_vs_russian,True,2000,419,0.2095,0.8615751789976134,0.4307875894988067,english,1.0,133.02,47.885,0.7352666630743124,0.47053332614862486,0.24891578417026686,-0.42594730883050685,0,0
current,gpt4omini|commonsenseqa,gpt4omini,commonsenseqa,english_vs_spanish,True,2000,388,0.194,0.8530927835051546,0.4265463917525773,english,1.0,115.225,50.46,0.6954212213455354,0.39084244269107077,0.22949461449002523,-0.2720193660312282,0,0
current,gpt4omini|commonsenseqa,gpt4omini,commonsenseqa,japanese_vs_russian,False,2000,508,0.254,0.7755905511811023,0.38779527559055116,russian,0.935,103.44,93.16,0.5261329151126373,0.05226583022527464,0.09369084073916813,0.03915951918240148,0,0
current,gpt4omini|commonsenseqa,gpt4omini,commonsenseqa,japanese_vs_spanish,False,2000,499,0.2495,0.7935871743486974,0.3967935871743487,spanish,1.0,116.78,82.07,0.5873230849388562,0.17464616987771253,0.0924979983173629,-0.10480850454086447,0,0
current,gpt4omini|commonsenseqa,gpt4omini,commonsenseqa,russian_vs_spanish,False,2000,442,0.221,0.8009049773755657,0.4004524886877828,spanish,0.99,98.565,79.055,0.5549023223793738,0.10980464475874765,0.1568373649125408,0.04807030303671915,0,0
current,gpt4omini|mathqa,gpt4omini,mathqa,chinese_vs_japanese,False,2000,403,0.2015,0.7766749379652605,0.3883374689826303,chinese,1.0,94.29,62.47,0.6013271930886551,0.20265438617731021,0.30708239696146367,0.12722767888331402,0,0
current,gpt4omini|mathqa,gpt4omini,mathqa,chinese_vs_russian,False,2000,361,0.1805,0.7534626038781164,0.3767313019390582,russian,0.955,73.415,62.65,0.5395816225777925,0.0791632451555852,0.2669207871368886,0.1989450806579361,0,0
current,gpt4omini|mathqa,gpt4omini,mathqa,chinese_vs_spanish,False,2000,372,0.186,0.7338709677419355,0.36693548387096775,spanish,0.86,70.34,66.695,0.5133942401574915,0.02678848031498301,0.4273799898945893,0.40667262653154956,0,0
current,gpt4omini|mathqa,gpt4omini,mathqa,english_vs_chinese,True,2000,365,0.1825,0.7780821917808219,0.38904109589041097,english,1.0,84.29,57.845,0.5929882582302598,0.18597651646051966,0.46078581780469713,0.3346528037393711,0,0
current,gpt4omini|mathqa,gpt4omini,mathqa,english_vs_japanese,True,2000,414,0.207,0.7753623188405797,0.38768115942028986,english,1.0,109.49,51.225,0.6813140100706079,0.362628020141216,0.4138895702257125,0.07465497667764351,0,0
current,gpt4omini|mathqa,gpt4omini,mathqa,english_vs_russian,True,2000,327,0.1635,0.7400611620795107,0.37003058103975534,english,0.93,64.825,55.565,0.5388540975125032,0.07770819502500648,0.4639467247343692,0.4134452103579984,0,0
current,gpt4omini|mathqa,gpt4omini,mathqa,english_vs_spanish,True,2000,306,0.153,0.7418300653594772,0.3709150326797386,english,0.975,63.835,49.295,0.5641200662428442,0.1282401324856884,0.43878952220600753,0.3485681783901805,0,0
current,gpt4omini|mathqa,gpt4omini,mathqa,japanese_vs_russian,False,2000,405,0.2025,0.7580246913580246,0.3790123456790123,russian,1.0,99.02,53.835,0.6476925965071199,0.29538519301423977,0.4112156115735533,0.1609630280318841,0,0
current,gpt4omini|mathqa,gpt4omini,mathqa,japanese_vs_spanish,False,2000,393,0.1965,0.7582697201017812,0.3791348600508906,spanish,1.0,95.52,53.475,0.6410314746196653,0.2820629492393305,0.4247082459733582,0.19457454528464438,0,0
current,gpt4omini|mathqa,gpt4omini,mathqa,russian_vs_spanish,False,2000,338,0.169,0.7248520710059172,0.3624260355029586,russian,0.675,58.755,63.415,0.4809437754292881,-0.03811244914142382,0.4357641536256047,0.45475364763811166,0,0
current,gpt4omini|mmlu,gpt4omini,mmlu,chinese_vs_japanese,False,2000,407,0.2035,0.7542997542997543,0.37714987714987713,japanese,0.63,73.63,79.7,0.4802168823838332,-0.039566235232333706,0.18148562932193374,0.2111671383079389,0,0
current,gpt4omini|mmlu,gpt4omini,mmlu,chinese_vs_russian,False,2000,373,0.1865,0.774798927613941,0.3873994638069705,russian,0.84,72.855,71.645,0.5038550947729218,0.007710189545843488,0.3545681368180126,0.3450888045654759,0,0
current,gpt4omini|mmlu,gpt4omini,mmlu,chinese_vs_spanish,False,2000,374,0.187,0.786096256684492,0.393048128342246,spanish,1.0,85.81,60.315,0.5870840651028504,0.17416813020570085,0.262149458294505,0.10194936056509629,0,0
current,gpt4omini|mmlu,gpt4omini,mmlu,english_vs_chinese,True,2000,357,0.1785,0.8151260504201681,0.40756302521008403,english,1.0,104.33,41.365,0.7159408171358049,0.43188163427160975,0.4790944133882897,0.076803210973884,0,0
current,gpt4omini|mmlu,gpt4omini,mmlu,english_vs_japanese,True,2000,391,0.1955,0.8081841432225064,0.4040920716112532,english,1.0,108.47,49.655,0.6860795003717695,0.3721590007435392,0.3816495690666726,0.009740066202674577,0,0
current,gpt4omini|mmlu,gpt4omini,mmlu,english_vs_russian,True,2000,318,0.159,0.8113207547169812,0.4056603773584906,english,1.0,92.28,37.695,0.7102658702951976,0.42053174059039533,0.32921569439032927,-0.16706084074083108,0,0
current,gpt4omini|mmlu,gpt4omini,mmlu,english_vs_spanish,True,2000,275,0.1375,0.8036363636363636,0.4018181818181818,english,1.0,74.275,36.805,0.6688265694907224,0.33765313898144483,0.19133561054681938,-0.23154348060837449,0,0
current,gpt4omini|mmlu,gpt4omini,mmlu,japanese_vs_russian,False,2000,396,0.198,0.7676767676767676,0.3838383838383838,russian,0.725,73.745,77.765,0.4865838561610653,-0.02683228767786938,0.1345960128099901,0.15468785619583778,0,0
current,gpt4omini|mmlu,gpt4omini,mmlu,japanese_vs_spanish,False,2000,383,0.1915,0.7963446475195822,0.3981723237597911,spanish,0.995,86.09,65.205,0.5690574498254674,0.1381148996509347,0.2534785330212774,0.12834352496314425,0,0
current,gpt4omini|mmlu,gpt4omini,mmlu,russian_vs_spanish,False,2000,320,0.16,0.765625,0.3828125,spanish,0.985,69.19,53.145,0.5655032195402626,0.13100643908052512,0.30692537400997855,0.19647503580478215,0,0
current,gpt4omini|truthfulqa,gpt4omini,truthfulqa,chinese_vs_japanese,False,817,185,0.22643818849449204,0.7135135135135136,0.3567567567567568,chinese,0.94,36.555,29.275,0.5554491882381343,0.11089837647626866,0.17879233431793495,0.06132978786968187,0,0
current,gpt4omini|truthfulqa,gpt4omini,truthfulqa,chinese_vs_russian,False,817,193,0.23623011015911874,0.7305699481865285,0.36528497409326427,chinese,0.97,40.45,29.89,0.5750932522998918,0.1501865045997839,0.24449448383072792,0.0984989876917437,0,0
current,gpt4omini|truthfulqa,gpt4omini,truthfulqa,chinese_vs_spanish,False,817,194,0.23745410036719705,0.7164948453608248,0.3582474226804124,chinese,0.64,32.895,36.365,0.4751233340787701,-0.0497533318424598,0.1487959138688273,0.1841598812597657,0,0
current,gpt4omini|truthfulqa,gpt4omini,truthfulqa,english_vs_chinese,True,817,167,0.204406364749082,0.718562874251497,0.3592814371257485,english,0.78,29.5,30.235,0.4936648521259796,-0.012670295748040936,0.2234950268470862,0.22336326145067315,0,0
